"","Precision","Recall","ModelSize","Model"
"281",0.357142857142857,0.833333333333333,14,"binomialRF"
"282",0.6,0.5,5,"VSURF"
"283",1,1,6,"Boruta"
"284",0.428571428571429,1,14,"VarSelRF"
"285",NA,0,0,"PIMP"
"286",0.545454545454545,1,11,"AUCRF"
"287",0.0298507462686567,1,201,"Perm"
"288",0.75,1,8,"EFS"
"289",0.127659574468085,1,47,"RFE"
"290",0.109090909090909,1,55,"Vita"
"291",0.285714285714286,1,21,"binomialRF"
"292",0.666666666666667,1,9,"VSURF"
"293",0.857142857142857,1,7,"Boruta"
"294",0.666666666666667,1,9,"VarSelRF"
"295",0,0,1,"PIMP"
"296",0.333333333333333,1,18,"AUCRF"
"297",0.0335195530726257,1,179,"Perm"
"298",0.666666666666667,1,9,"EFS"
"299",0.0833333333333333,0.666666666666667,48,"RFE"
"300",0.1,1,60,"Vita"
"301",0.352941176470588,1,17,"binomialRF"
"302",0.625,0.833333333333333,8,"VSURF"
"303",1,1,6,"Boruta"
"304",0.857142857142857,1,7,"VarSelRF"
"305",NA,0,0,"PIMP"
"306",0.206896551724138,1,29,"AUCRF"
"307",0.0352941176470588,1,170,"Perm"
"308",0.75,1,8,"EFS"
"309",0.162162162162162,1,37,"RFE"
"310",0.103448275862069,1,58,"Vita"
"311",0.260869565217391,1,23,"binomialRF"
"312",0.666666666666667,1,9,"VSURF"
"313",0.857142857142857,1,7,"Boruta"
"314",0.666666666666667,1,9,"VarSelRF"
"315",NA,0,0,"PIMP"
"316",0.333333333333333,1,18,"AUCRF"
"317",0.0346820809248555,1,173,"Perm"
"318",0.75,1,8,"EFS"
"319",0.127659574468085,1,47,"RFE"
"320",0.111111111111111,1,54,"Vita"
"321",0.263157894736842,0.833333333333333,19,"binomialRF"
"322",0.714285714285714,0.833333333333333,7,"VSURF"
"323",1,1,6,"Boruta"
"324",0.666666666666667,1,9,"VarSelRF"
"325",0,0,4,"PIMP"
"326",0.545454545454545,1,11,"AUCRF"
"327",0.041958041958042,1,143,"Perm"
"328",0.857142857142857,1,7,"EFS"
"329",0.171428571428571,1,35,"RFE"
"330",0.117647058823529,1,51,"Vita"
"331",0.25,0.833333333333333,20,"binomialRF"
"332",0.857142857142857,1,7,"VSURF"
"333",0.857142857142857,1,7,"Boruta"
"334",0.857142857142857,1,7,"VarSelRF"
"335",0,0,1,"PIMP"
"336",0.545454545454545,1,11,"AUCRF"
"337",0.0327868852459016,1,183,"Perm"
"338",0.545454545454545,1,11,"EFS"
"339",0.108695652173913,0.833333333333333,46,"RFE"
"340",0.115384615384615,1,52,"Vita"
"341",0.227272727272727,0.833333333333333,22,"binomialRF"
"342",0.6,1,10,"VSURF"
"343",0.857142857142857,1,7,"Boruta"
"344",0.666666666666667,1,9,"VarSelRF"
"345",NA,0,0,"PIMP"
"346",0.545454545454545,1,11,"AUCRF"
"347",0.0365853658536585,1,164,"Perm"
"348",0.75,1,8,"EFS"
"349",0.116279069767442,0.833333333333333,43,"RFE"
"350",0.105263157894737,1,57,"Vita"
"351",0.25,0.833333333333333,20,"binomialRF"
"352",0.857142857142857,1,7,"VSURF"
"353",0.857142857142857,1,7,"Boruta"
"354",0.857142857142857,1,7,"VarSelRF"
"355",NA,0,0,"PIMP"
"356",0.75,1,8,"AUCRF"
"357",0.0372670807453416,1,161,"Perm"
"358",0.75,1,8,"EFS"
"359",0.127659574468085,1,47,"RFE"
"360",0.103448275862069,1,58,"Vita"
"361",0.333333333333333,1,18,"binomialRF"
"362",0.857142857142857,1,7,"VSURF"
"363",0.857142857142857,1,7,"Boruta"
"364",0.666666666666667,1,9,"VarSelRF"
"365",NA,0,0,"PIMP"
"366",0.127659574468085,1,47,"AUCRF"
"367",0.0346820809248555,1,173,"Perm"
"368",0.6,1,10,"EFS"
"369",0.121951219512195,0.833333333333333,41,"RFE"
"370",0.117647058823529,1,51,"Vita"
"371",0.315789473684211,1,19,"binomialRF"
"372",0.666666666666667,1,9,"VSURF"
"373",1,1,6,"Boruta"
"374",0.666666666666667,1,9,"VarSelRF"
"375",0,0,1,"PIMP"
"376",0.428571428571429,1,14,"AUCRF"
"377",0.0342857142857143,1,175,"Perm"
"378",0.666666666666667,1,9,"EFS"
"379",0.108695652173913,0.833333333333333,46,"RFE"
"380",0.0952380952380952,1,63,"Vita"
"381",0.294117647058824,0.833333333333333,17,"binomialRF"
"382",0.75,1,8,"VSURF"
"383",1,1,6,"Boruta"
"384",0.714285714285714,0.833333333333333,7,"VarSelRF"
"385",NA,0,0,"PIMP"
"386",0.545454545454545,1,11,"AUCRF"
"387",0.036144578313253,1,166,"Perm"
"388",0.6,1,10,"EFS"
"389",0.104166666666667,0.833333333333333,48,"RFE"
"390",0.117647058823529,1,51,"Vita"
"391",0.352941176470588,1,17,"binomialRF"
"392",0.666666666666667,0.666666666666667,6,"VSURF"
"393",0.857142857142857,1,7,"Boruta"
"394",0.666666666666667,0.666666666666667,6,"VarSelRF"
"395",NA,0,0,"PIMP"
"396",0.545454545454545,1,11,"AUCRF"
"397",0.032967032967033,1,182,"Perm"
"398",0.555555555555556,0.833333333333333,9,"EFS"
"399",0.0740740740740741,0.666666666666667,54,"RFE"
"400",0.12,1,50,"Vita"
"401",0.294117647058824,0.833333333333333,17,"binomialRF"
"402",0.8,0.666666666666667,5,"VSURF"
"403",0.857142857142857,1,7,"Boruta"
"404",0.857142857142857,1,7,"VarSelRF"
"405",NA,0,0,"PIMP"
"406",0.260869565217391,1,23,"AUCRF"
"407",0.0365853658536585,1,164,"Perm"
"408",0.75,1,8,"EFS"
"409",0.142857142857143,1,42,"RFE"
"410",0.142857142857143,1,42,"Vita"
"411",0.357142857142857,0.833333333333333,14,"binomialRF"
"412",0.75,1,8,"VSURF"
"413",1,1,6,"Boruta"
"414",0.714285714285714,0.833333333333333,7,"VarSelRF"
"415",NA,0,0,"PIMP"
"416",0.428571428571429,1,14,"AUCRF"
"417",0.032967032967033,1,182,"Perm"
"418",0.666666666666667,1,9,"EFS"
"419",0.1,0.833333333333333,50,"RFE"
"420",0.146341463414634,1,41,"Vita"
"421",0.294117647058824,0.833333333333333,17,"binomialRF"
"422",0.714285714285714,0.833333333333333,7,"VSURF"
"423",0.857142857142857,1,7,"Boruta"
"424",0.857142857142857,1,7,"VarSelRF"
"425",0,0,1,"PIMP"
"426",0.428571428571429,1,14,"AUCRF"
"427",0.0333333333333333,1,180,"Perm"
"428",0.857142857142857,1,7,"EFS"
"429",0.13953488372093,1,43,"RFE"
"430",0.171428571428571,1,35,"Vita"
"431",0.375,1,16,"binomialRF"
"432",0.6,1,10,"VSURF"
"433",1,1,6,"Boruta"
"434",0.857142857142857,1,7,"VarSelRF"
"435",NA,0,0,"PIMP"
"436",0.75,1,8,"AUCRF"
"437",0.031413612565445,1,191,"Perm"
"438",0.6,1,10,"EFS"
"439",0.0350877192982456,0.333333333333333,57,"RFE"
"440",0.157894736842105,1,38,"Vita"
"441",0.375,1,16,"binomialRF"
"442",0.857142857142857,1,7,"VSURF"
"443",0.857142857142857,1,7,"Boruta"
"444",0.857142857142857,1,7,"VarSelRF"
"445",NA,0,0,"PIMP"
"446",0.75,1,8,"AUCRF"
"447",0.0335195530726257,1,179,"Perm"
"448",0.666666666666667,1,9,"EFS"
"449",0.0350877192982456,0.333333333333333,57,"RFE"
"450",0.157894736842105,1,38,"Vita"
"451",0.181818181818182,0.666666666666667,22,"binomialRF"
"452",0.833333333333333,0.833333333333333,6,"VSURF"
"453",0.857142857142857,1,7,"Boruta"
"454",0.545454545454545,1,11,"VarSelRF"
"455",0,0,2,"PIMP"
"456",0.545454545454545,1,11,"AUCRF"
"457",0.0320855614973262,1,187,"Perm"
"458",0.5,1,12,"EFS"
"459",0.136363636363636,1,44,"RFE"
"460",0.125,1,48,"Vita"
"461",0.272727272727273,1,22,"binomialRF"
"462",0.6,1,10,"VSURF"
"463",0.75,1,8,"Boruta"
"464",0.666666666666667,1,9,"VarSelRF"
"465",NA,0,0,"PIMP"
"466",0.333333333333333,1,18,"AUCRF"
"467",0.0368098159509202,1,163,"Perm"
"468",0.666666666666667,1,9,"EFS"
"469",0.111111111111111,0.833333333333333,45,"RFE"
"470",0.105263157894737,1,57,"Vita"
"471",0.352941176470588,1,17,"binomialRF"
"472",0.666666666666667,1,9,"VSURF"
"473",0.6,1,10,"Boruta"
"474",0.666666666666667,1,9,"VarSelRF"
"475",0,0,1,"PIMP"
"476",0.260869565217391,1,23,"AUCRF"
"477",0.0346820809248555,1,173,"Perm"
"478",0.75,1,8,"EFS"
"479",0.0869565217391304,0.666666666666667,46,"RFE"
"480",0.0983606557377049,1,61,"Vita"
"481",0.333333333333333,1,18,"binomialRF"
"482",0.75,1,8,"VSURF"
"483",1,1,6,"Boruta"
"484",0.666666666666667,1,9,"VarSelRF"
"485",NA,0,0,"PIMP"
"486",0.75,1,8,"AUCRF"
"487",0.0363636363636364,1,165,"Perm"
"488",0.545454545454545,1,11,"EFS"
"489",0.0740740740740741,0.666666666666667,54,"RFE"
"490",0.0983606557377049,1,61,"Vita"
"491",0.238095238095238,0.833333333333333,21,"binomialRF"
"492",0.714285714285714,0.833333333333333,7,"VSURF"
"493",0.75,1,8,"Boruta"
"494",0.666666666666667,0.666666666666667,6,"VarSelRF"
"495",NA,0,0,"PIMP"
"496",0.333333333333333,1,18,"AUCRF"
"497",0.0327868852459016,1,183,"Perm"
"498",0.666666666666667,1,9,"EFS"
"499",0.0888888888888889,0.666666666666667,45,"RFE"
"500",0.176470588235294,1,34,"Vita"
